date,cardID,merchantID,amount,currency,country,target
7,2016-01-01 07:00:00,38,17,0.1169683250407123,EUR,india,0
7,2016-01-01 07:00:00,41,8,0.43232221266012916,EUR,india,0
7,2016-01-01 07:00:00,97,12,0.18491269858090942,EUR,india,0
7,2016-01-01 07:00:00,99,24,0.9912925835603064,EUR,india,0
8,2016-01-01 08:00:00,14,18,0.36703651264906745,EUR,india,0
8,2016-01-01 08:00:00,19,15,0.5941023291121768,EUR,india,0
8,2016-01-01 08:00:00,40,7,0.848948582081796,EUR,india,0
8,2016-01-01 08:00:00,44,11,0.5675988730404028,EUR,india,0
8,2016-01-01 08:00:00,47,8,0.5544213728996629,EUR,india,0
8,2016-01-01 08:00:00,55,19,0.3425915395180428,EUR,india,0
8,2016-01-01 08:00:00,70,13,0.31980251306903384,EUR,india,0
8,2016-01-01 08:00:00,74,0,0.17889198564606001,EUR,india,0
9,2016-01-01 09:00:00,6,4,0.3845455639750113,EUR,india,0
9,2016-01-01 09:00:00,11,17,0.6131349816198725,EUR,india,0
9,2016-01-01 09:00:00,26,0,0.7971382516751164,EUR,india,0
9,2016-01-01 09:00:00,27,25,0.15966571840043953,EUR,india,0
9,2016-01-01 09:00:00,49,27,0.3457634436139644,EUR,india,0
9,2016-01-01 09:00:00,51,9,0.37246488878278206,EUR,india,0
9,2016-01-01 09:00:00,81,6,0.8277884432523097,EUR,india,0
9,2016-01-01 09:00:00,86,15,0.9544726186784965,EUR,india,0
10,2016-01-01 10:00:00,0,11,0.3787825871991096,EUR,india,0
10,2016-01-01 10:00:00,24,2,0.6560845455899303,EUR,india,0
10,2016-01-01 10:00:00,31,26,0.4737457766094799,EUR,india,0
10,2016-01-01 10:00:00,33,26,0.45479245755933106,EUR,india,0
10,2016-01-01 10:00:00,52,15,0.1550809023884575,EUR,india,0
10,2016-01-01 10:00:00,70,23,0.22188939021678367,EUR,india,0
10,2016-01-01 10:00:00,92,27,0.3409942423043021,EUR,india,0
10,2016-01-01 10:00:00,94,24,0.9246459022957997,EUR,india,0
11,2016-01-01 11:00:00,0,16,0.21509743873617138,EUR,india,0
11,2016-01-01 11:00:00,17,7,0.9357555934047673,EUR,india,0
11,2016-01-01 11:00:00,43,3,0.07967139776391285,EUR,india,0
11,2016-01-01 11:00:00,47,9,0.10547145596130258,EUR,india,0
11,2016-01-01 11:00:00,55,23,0.3176348586863744,EUR,india,0
11,2016-01-01 11:00:00,93,4,0.23994101605457785,EUR,india,0
11,2016-01-01 11:00:00,94,4,0.541924824950955,EUR,india,0
12,2016-01-01 12:00:00,1,5,0.5381226454382833,EUR,india,0
12,2016-01-01 12:00:00,23,13,0.958945530940027,EUR,india,0
12,2016-01-01 12:00:00,26,9,0.9859854110047058,EUR,india,0
12,2016-01-01 12:00:00,35,2,0.18189178266577688,EUR,india,0
12,2016-01-01 12:00:00,54,2,0.7733885813463762,EUR,india,0
12,2016-01-01 12:00:00,61,11,0.6053925724787792,EUR,india,0
12,2016-01-01 12:00:00,93,2,0.06757337018934328,EUR,india,0
12,2016-01-01 12:00:00,94,18,0.03975634984716514,EUR,india,0
13,2016-01-01 13:00:00,2,1,0.6209855792836336,EUR,india,0
13,2016-01-01 13:00:00,18,6,0.3411414656915328,EUR,india,0
13,2016-01-01 13:00:00,34,7,0.580624036024511,EUR,india,0
13,2016-01-01 13:00:00,37,27,0.1899249973666013,EUR,india,0
13,2016-01-01 13:00:00,40,1,0.002689477534452256,EUR,india,0
13,2016-01-01 13:00:00,41,11,0.9696793900686489,EUR,india,0
13,2016-01-01 13:00:00,65,13,0.6581039718864722,EUR,india,0
13,2016-01-01 13:00:00,66,10,0.6476840694847932,EUR,india,0
14,2016-01-01 14:00:00,1,26,0.15125865273272554,EUR,india,0
14,2016-01-01 14:00:00,23,13,0.14004676173010333,EUR,india,0
14,2016-01-01 14:00:00,33,20,0.2186831211187743,EUR,india,0
14,2016-01-01 14:00:00,42,23,0.936559214936271,EUR,india,0
14,2016-01-01 14:00:00,56,0,0.9863918709560686,EUR,india,0
14,2016-01-01 14:00:00,62,20,0.5022895260120391,EUR,india,0
14,2016-01-01 14:00:00,67,22,0.6609498657275489,EUR,india,0
14,2016-01-01 14:00:00,99,11,0.31237197997961774,EUR,india,0
15,2016-01-01 15:00:00,5,17,0.10409389272165415,EUR,india,0
15,2016-01-01 15:00:00,22,8,0.7011026561555581,EUR,india,0
15,2016-01-01 15:00:00,37,12,0.5091602041279935,EUR,india,0
15,2016-01-01 15:00:00,48,0,0.20559525025032355,EUR,india,0
15,2016-01-01 15:00:00,60,21,0.4650173917115604,EUR,india,0
15,2016-01-01 15:00:00,62,25,0.4332455534046957,EUR,india,0
15,2016-01-01 15:00:00,73,19,0.7783463148201799,EUR,india,0
15,2016-01-01 15:00:00,75,4,0.38318401881204844,EUR,india,0
16,2016-01-01 16:00:00,8,26,0.026737235313425423,EUR,india,0
16,2016-01-01 16:00:00,12,12,0.7158727550239463,EUR,india,0
16,2016-01-01 16:00:00,28,12,0.861430337373004,EUR,india,0
16,2016-01-01 16:00:00,38,8,0.7808090474522017,EUR,india,0
16,2016-01-01 16:00:00,68,20,0.5938261338991347,EUR,india,0
16,2016-01-01 16:00:00,71,9,0.3721261420261801,EUR,india,0
16,2016-01-01 16:00:00,72,23,0.17526610103318607,EUR,india,0
16,2016-01-01 16:00:00,94,16,0.54183365009062,EUR,india,0
17,2016-01-01 17:00:00,12,22,0.06524739048841144,EUR,india,0
17,2016-01-01 17:00:00,14,18,0.7915173888845553,EUR,india,0
17,2016-01-01 17:00:00,46,5,0.6389565003680917,EUR,india,0
17,2016-01-01 17:00:00,72,22,0.9988663355826884,EUR,india,0
17,2016-01-01 17:00:00,73,13,0.3962782574603835,EUR,india,0
17,2016-01-01 17:00:00,86,15,0.374938760140767,EUR,india,0
17,2016-01-01 17:00:00,89,12,0.8750233422932048,EUR,india,0
17,2016-01-01 17:00:00,94,25,0.7752957329352878,EUR,india,0
18,2016-01-01 18:00:00,24,17,0.39697020888926227,EUR,india,0
18,2016-01-01 18:00:00,25,26,0.30541514724204055,EUR,india,0
18,2016-01-01 18:00:00,35,12,0.41576355505762685,EUR,india,0
18,2016-01-01 18:00:00,49,3,0.2833146827479963,EUR,india,0
18,2016-01-01 18:00:00,54,24,0.24303204757313412,EUR,india,0
18,2016-01-01 18:00:00,70,21,0.2820621143330684,EUR,india,0
18,2016-01-01 18:00:00,76,7,0.07663016839148229,EUR,india,0
18,2016-01-01 18:00:00,87,4,0.4951374925220664,EUR,india,0
19,2016-01-01 19:00:00,0,6,0.7120029754495981,EUR,india,0
19,2016-01-01 19:00:00,17,0,0.13632134832983622,EUR,india,0
19,2016-01-01 19:00:00,24,10,0.6486339208521444,EUR,india,0
19,2016-01-01 19:00:00,27,15,0.28619171321911296,EUR,india,0
19,2016-01-01 19:00:00,41,1,0.3539128366194776,EUR,india,0
19,2016-01-01 19:00:00,43,5,0.7112112452530914,EUR,india,0
19,2016-01-01 19:00:00,62,20,0.34019165117327665,EUR,india,0
19,2016-01-01 19:00:00,63,14,0.25982056674662235,EUR,india,0
20,2016-01-01 20:00:00,3,23,0.3791617203497303,EUR,india,0
20,2016-01-01 20:00:00,16,23,0.6827622257674973,EUR,india,0
20,2016-01-01 20:00:00,22,6,0.42609046290256025,EUR,india,0
20,2016-01-01 20:00:00,44,11,0.49428071309893795,EUR,india,0
20,2016-01-01 20:00:00,56,26,0.6713191609845823,EUR,india,0
20,2016-01-01 20:00:00,73,16,0.2782227455726519,EUR,india,0
20,2016-01-01 20:00:00,90,3,0.4942426064333161,EUR,india,0
20,2016-01-01 20:00:00,97,24,0.8388389096459866,EUR,india,0
21,2016-01-01 21:00:00,1,2,0.8999650720043045,EUR,india,0
21,2016-01-01 21:00:00,8,6,0.8524495664518699,EUR,india,0
21,2016-01-01 21:00:00,29,0,0.5370123402619041,EUR,india,0
21,2016-01-01 21:00:00,39,11,0.8669206339610956,EUR,india,0
21,2016-01-01 21:00:00,54,10,0.29800658827081405,EUR,india,0
21,2016-01-01 21:00:00,60,22,0.3817932543733278,EUR,india,0
21,2016-01-01 21:00:00,83,8,0.6929164236421661,EUR,india,0
22,2016-01-01 22:00:00,8,26,0.07886497193759912,EUR,india,0
22,2016-01-01 22:00:00,11,3,0.8332876774571996,EUR,india,0
22,2016-01-01 22:00:00,16,2,0.30186550925537414,EUR,india,0
22,2016-01-01 22:00:00,21,1,0.09620743767495321,EUR,india,0
22,2016-01-01 22:00:00,66,12,0.807486112315412,EUR,india,0
22,2016-01-01 22:00:00,67,18,0.08178621898959793,EUR,india,0
22,2016-01-01 22:00:00,71,10,0.44900221406321217,EUR,india,0
22,2016-01-01 22:00:00,74,7,0.4706048520715048,EUR,india,0
23,2016-01-01 23:00:00,1,17,0.6412118577491197,EUR,india,0
23,2016-01-01 23:00:00,6,27,0.7347073757995084,EUR,india,0
23,2016-01-01 23:00:00,14,13,0.6565357758961036,EUR,india,0
23,2016-01-01 23:00:00,19,17,0.3532382045521948,EUR,india,0
23,2016-01-01 23:00:00,23,12,0.6770424518011875,EUR,india,0
23,2016-01-01 23:00:00,24,16,0.006038111290343373,EUR,india,0
23,2016-01-01 23:00:00,82,22,0.5287266507440315,EUR,india,0
23,2016-01-01 23:00:00,96,24,0.4067443209591671,EUR,india,0
24,2016-01-02 00:00:00,1,13,0.6738176789196462,EUR,india,0
24,2016-01-02 00:00:00,29,18,0.4937532724810598,EUR,india,0
24,2016-01-02 00:00:00,30,11,0.12203425537317569,EUR,india,0
24,2016-01-02 00:00:00,36,22,0.5742505795538362,EUR,india,0
24,2016-01-02 00:00:00,53,4,0.3942391956017258,EUR,india,0
24,2016-01-02 00:00:00,60,24,0.21270596780177187,EUR,india,0
24,2016-01-02 00:00:00,62,22,0.8528830981176508,EUR,india,0
24,2016-01-02 00:00:00,97,2,0.5578481470403055,EUR,india,0
25,2016-01-02 01:00:00,15,3,0.6896885546366706,EUR,india,0
25,2016-01-02 01:00:00,40,27,0.3157710301028196,EUR,india,0
25,2016-01-02 01:00:00,46,18,0.2418268715292603,EUR,india,0
25,2016-01-02 01:00:00,50,21,0.26027589691246733,EUR,india,0
25,2016-01-02 01:00:00,58,16,0.26072227286880933,EUR,india,0
25,2016-01-02 01:00:00,74,9,0.9739361538854528,EUR,india,0
25,2016-01-02 01:00:00,79,13,0.032217503611972176,EUR,india,0
25,2016-01-02 01:00:00,80,19,0.8522905024862648,EUR,india,0
26,2016-01-02 02:00:00,19,6,0.30933448977043887,EUR,india,0
26,2016-01-02 02:00:00,29,4,0.5925656572289397,EUR,india,0
26,2016-01-02 02:00:00,61,6,0.9411937348598586,EUR,india,0
26,2016-01-02 02:00:00,67,2,0.24813565428363493,EUR,india,0
26,2016-01-02 02:00:00,72,19,0.12966017957020814,EUR,india,0
26,2016-01-02 02:00:00,77,26,0.7713372321747851,EUR,india,0
26,2016-01-02 02:00:00,93,24,0.811336204457103,EUR,india,0
26,2016-01-02 02:00:00,99,11,0.9656327192327083,EUR,india,0
27,2016-01-02 03:00:00,3,13,0.7126998693449853,EUR,india,0
27,2016-01-02 03:00:00,17,21,0.15298738895248987,EUR,india,0
27,2016-01-02 03:00:00,26,25,0.6886208798918803,EUR,india,0
27,2016-01-02 03:00:00,46,26,0.9183491591463417,EUR,india,0
27,2016-01-02 03:00:00,63,4,0.7968491128769191,EUR,india,0
27,2016-01-02 03:00:00,74,6,0.04868647429163442,EUR,india,0
27,2016-01-02 03:00:00,84,17,0.6080452418794676,EUR,india,0
27,2016-01-02 03:00:00,85,12,0.3342624314974768,EUR,india,0
28,2016-01-02 04:00:00,10,0,0.14453378259389327,EUR,india,0
28,2016-01-02 04:00:00,35,12,0.6434381049532915,EUR,india,0
28,2016-01-02 04:00:00,70,8,0.0685590835908676,EUR,india,0
28,2016-01-02 04:00:00,81,19,0.2229055314207229,EUR,india,0
28,2016-01-02 04:00:00,82,0,0.4040121642607952,EUR,india,0
28,2016-01-02 04:00:00,96,20,0.6772541559741848,EUR,india,0
29,2016-01-02 05:00:00,19,6,0.931427502828023,EUR,india,0
29,2016-01-02 05:00:00,31,3,0.24249369515797126,EUR,india,0
29,2016-01-02 05:00:00,34,15,0.19297731846121458,EUR,india,0
29,2016-01-02 05:00:00,36,6,0.7865085982166398,EUR,india,0
29,2016-01-02 05:00:00,39,7,0.29403617394339077,EUR,india,0
29,2016-01-02 05:00:00,44,16,0.7484863560783611,EUR,india,0
29,2016-01-02 05:00:00,86,13,0.6416863117211589,EUR,india,0
30,2016-01-02 06:00:00,41,20,0.9147833290960693,EUR,india,0
30,2016-01-02 06:00:00,48,1,0.8325171175125067,EUR,india,0
30,2016-01-02 06:00:00,54,23,0.49689141232865164,EUR,india,0
30,2016-01-02 06:00:00,61,17,0.32074260616525097,EUR,india,0
30,2016-01-02 06:00:00,79,12,0.36673422384109045,EUR,india,0
30,2016-01-02 06:00:00,85,21,0.6136153250935794,EUR,india,0
30,2016-01-02 06:00:00,89,9,0.8462988356696076,EUR,india,0
30,2016-01-02 06:00:00,94,3,0.5116249676717709,EUR,india,0
31,2016-01-02 07:00:00,0,11,0.5981386527186485,EUR,india,0
31,2016-01-02 07:00:00,40,16,0.16560566020570722,EUR,india,0
31,2016-01-02 07:00:00,41,25,0.3383853189074474,EUR,india,0
31,2016-01-02 07:00:00,49,15,0.9463197081640772,EUR,india,0
31,2016-01-02 07:00:00,53,4,0.19695045778798248,EUR,india,0
31,2016-01-02 07:00:00,77,6,0.38424652455606045,EUR,india,0
31,2016-01-02 07:00:00,82,27,0.07004814783865643,EUR,india,0
31,2016-01-02 07:00:00,89,16,0.3826188624371998,EUR,india,0
32,2016-01-02 08:00:00,3,12,0.0968224535713047,EUR,india,0
32,2016-01-02 08:00:00,17,26,0.6625285048645105,EUR,india,0
32,2016-01-02 08:00:00,18,5,0.6544772463958899,EUR,india,0
32,2016-01-02 08:00:00,27,2,0.011452937541387542,EUR,india,0
32,2016-01-02 08:00:00,39,7,0.056028551012595185,EUR,india,0
32,2016-01-02 08:00:00,42,25,0.9321529906782883,EUR,india,0
32,2016-01-02 08:00:00,45,15,0.6503240327313163,EUR,india,0
32,2016-01-02 08:00:00,82,12,0.7354582393449892,EUR,india,0
33,2016-01-02 09:00:00,0,1,0.1784541743234187,EUR,india,0
33,2016-01-02 09:00:00,9,21,0.2305823248404184,EUR,india,0
33,2016-01-02 09:00:00,52,13,0.38124553552059337,EUR,india,0
33,2016-01-02 09:00:00,56,21,0.5534902062570682,EUR,india,0
33,2016-01-02 09:00:00,82,16,0.28185406068506935,EUR,india,0
33,2016-01-02 09:00:00,83,23,0.6812605314694987,EUR,india,0
33,2016-01-02 09:00:00,93,9,0.7766149904076429,EUR,india,0
34,2016-01-02 10:00:00,14,25,0.7770566358278184,EUR,india,0
34,2016-01-02 10:00:00,18,12,0.24917883522891537,EUR,india,0
34,2016-01-02 10:00:00,20,18,0.15612501254811362,EUR,india,0
34,2016-01-02 10:00:00,21,22,0.7823114560899521,EUR,india,0
34,2016-01-02 10:00:00,73,14,0.10227589828229466,EUR,india,0
34,2016-01-02 10:00:00,89,3,0.7577092548909715,EUR,india,0
34,2016-01-02 10:00:00,95,1,0.28097172510426804,EUR,india,0
34,2016-01-02 10:00:00,99,22,0.883562757730863,EUR,india,0
35,2016-01-02 11:00:00,15,26,0.7025393834848599,EUR,india,0
35,2016-01-02 11:00:00,25,24,0.39314155694642683,EUR,india,0
35,2016-01-02 11:00:00,27,14,0.2755187179408829,EUR,india,0
35,2016-01-02 11:00:00,29,13,0.8099758935251595,EUR,india,0
35,2016-01-02 11:00:00,45,3,0.2171508041223349,EUR,india,0
35,2016-01-02 11:00:00,97,2,0.8058672431129641,EUR,india,0
35,2016-01-02 11:00:00,98,7,0.8150626721979107,EUR,india,0
35,2016-01-02 11:00:00,99,3,0.09522027858031357,EUR,india,0
36,2016-01-02 12:00:00,9,8,0.16715685914326694,EUR,india,0
36,2016-01-02 12:00:00,12,10,0.03188589598884328,EUR,india,0
36,2016-01-02 12:00:00,13,22,0.8017465981643866,EUR,india,0
36,2016-01-02 12:00:00,22,17,0.40195388898575946,EUR,india,0
36,2016-01-02 12:00:00,32,7,0.6623819162528731,EUR,india,0
36,2016-01-02 12:00:00,79,13,0.10272467764901794,EUR,india,0
36,2016-01-02 12:00:00,85,10,0.24613389059436863,EUR,india,0
36,2016-01-02 12:00:00,99,13,0.22243104388120616,EUR,india,0
37,2016-01-02 13:00:00,3,13,0.3983270512302478,EUR,india,0
37,2016-01-02 13:00:00,16,2,0.9016394131801314,EUR,india,0
37,2016-01-02 13:00:00,19,12,0.4890549871886707,EUR,india,0
37,2016-01-02 13:00:00,49,11,0.13187240215165108,EUR,india,0
37,2016-01-02 13:00:00,53,15,0.25730944672515554,EUR,india,0
37,2016-01-02 13:00:00,74,6,0.15108278375652684,EUR,india,0
37,2016-01-02 13:00:00,79,20,0.6058221941495634,EUR,india,0
37,2016-01-02 13:00:00,88,22,0.28784093121604704,EUR,india,0
38,2016-01-02 14:00:00,9,12,0.49694429399691054,EUR,india,0
38,2016-01-02 14:00:00,23,12,0.6809312807834688,EUR,india,0
38,2016-01-02 14:00:00,34,21,0.7949385660893835,EUR,india,0
38,2016-01-02 14:00:00,52,25,0.1572921086657002,EUR,india,0
38,2016-01-02 14:00:00,71,25,0.26250065441743653,EUR,india,0
38,2016-01-02 14:00:00,83,0,0.39431061238432974,EUR,india,0
38,2016-01-02 14:00:00,96,15,0.1578632720586559,EUR,india,0
38,2016-01-02 14:00:00,98,17,0.6922256285409079,EUR,india,0
39,2016-01-02 15:00:00,10,23,0.900349060688833,EUR,india,0
39,2016-01-02 15:00:00,25,16,0.2089659350248121,EUR,india,0
39,2016-01-02 15:00:00,40,0,0.7240776681924224,EUR,india,0
39,2016-01-02 15:00:00,53,22,0.8192806662767009,EUR,india,0
39,2016-01-02 15:00:00,54,17,0.669258147529659,EUR,india,0
39,2016-01-02 15:00:00,60,27,0.3107752756498098,EUR,india,0
39,2016-01-02 15:00:00,66,22,0.30912719776499553,EUR,india,0
39,2016-01-02 15:00:00,90,14,0.07106736469751107,EUR,india,0
40,2016-01-02 16:00:00,30,18,0.38403750109094315,EUR,india,0
40,2016-01-02 16:00:00,38,6,0.6930918292888646,EUR,india,0
40,2016-01-02 16:00:00,61,4,0.2230924256922152,EUR,india,0
40,2016-01-02 16:00:00,63,17,0.8617387765942162,EUR,india,0
40,2016-01-02 16:00:00,64,13,0.48204494903792583,EUR,india,0
40,2016-01-02 16:00:00,75,8,0.4698260503597086,EUR,india,0
40,2016-01-02 16:00:00,80,0,0.5173436576119517,EUR,india,0
40,2016-01-02 16:00:00,85,19,0.302491293188331,EUR,india,0
41,2016-01-02 17:00:00,10,25,0.5277480714914778,EUR,india,0
41,2016-01-02 17:00:00,62,18,0.6524373098001637,EUR,india,0
41,2016-01-02 17:00:00,67,13,0.7063069199598272,EUR,india,0
41,2016-01-02 17:00:00,74,25,0.3408526066833729,EUR,india,0
41,2016-01-02 17:00:00,81,20,0.17795477169126317,EUR,india,0
41,2016-01-02 17:00:00,91,26,0.807132858407751,EUR,india,0
41,2016-01-02 17:00:00,93,13,0.5475595293087554,EUR,india,0
42,2016-01-02 18:00:00,7,12,0.9071683927836877,EUR,india,0
42,2016-01-02 18:00:00,8,8,0.5895306399939519,EUR,india,0
42,2016-01-02 18:00:00,42,22,0.1348682919744556,EUR,india,0
42,2016-01-02 18:00:00,48,4,0.5872368434473362,EUR,india,0
42,2016-01-02 18:00:00,52,23,0.9685684415226512,EUR,india,0
42,2016-01-02 18:00:00,71,8,0.29966944551773944,EUR,india,0
42,2016-01-02 18:00:00,80,3,0.21307358722537117,EUR,india,0
42,2016-01-02 18:00:00,98,14,0.27629363002414153,EUR,india,0
43,2016-01-02 19:00:00,8,21,0.17633149990508012,EUR,india,0
43,2016-01-02 19:00:00,28,27,0.8298647183228274,EUR,india,0
43,2016-01-02 19:00:00,30,6,0.44567784425707935,EUR,india,0
43,2016-01-02 19:00:00,53,15,0.4891727783883789,EUR,india,0
43,2016-01-02 19:00:00,77,15,0.12794828469657094,EUR,india,0
43,2016-01-02 19:00:00,81,18,0.8768872844619047,EUR,india,0
43,2016-01-02 19:00:00,85,13,0.47876739350896014,EUR,india,0
43,2016-01-02 19:00:00,87,15,0.40871356384812807,EUR,india,0
44,2016-01-02 20:00:00,14,8,0.6556633703861752,EUR,india,0
44,2016-01-02 20:00:00,24,20,0.1814993953774986,EUR,india,0
44,2016-01-02 20:00:00,28,24,0.9882858898571351,EUR,india,0
44,2016-01-02 20:00:00,48,21,0.09915293776557477,EUR,india,0
44,2016-01-02 20:00:00,70,2,0.1639994289149601,EUR,india,0
44,2016-01-02 20:00:00,88,17,0.09968123880635249,EUR,india,0
44,2016-01-02 20:00:00,99,21,0.2576953483925747,EUR,india,0
45,2016-01-02 21:00:00,22,3,0.1006870104565265,EUR,india,0
45,2016-01-02 21:00:00,25,6,0.6171595738482002,EUR,india,0
45,2016-01-02 21:00:00,26,19,0.49532042047120084,EUR,india,0
45,2016-01-02 21:00:00,33,8,0.4304538455847071,EUR,india,0
45,2016-01-02 21:00:00,40,9,0.5395190676108654,EUR,india,0
45,2016-01-02 21:00:00,45,23,0.6475944203969466,EUR,india,0
45,2016-01-02 21:00:00,73,4,0.0689410914140185,EUR,india,0
45,2016-01-02 21:00:00,95,24,0.006101437432363466,EUR,india,0
46,2016-01-02 22:00:00,4,1,0.7888353291218435,EUR,india,0
46,2016-01-02 22:00:00,32,15,0.9882443346043812,EUR,india,0
46,2016-01-02 22:00:00,34,27,0.2416818605169354,EUR,india,0
46,2016-01-02 22:00:00,37,9,0.041237977933785364,EUR,india,0
46,2016-01-02 22:00:00,39,15,0.9813314558387599,EUR,india,0
46,2016-01-02 22:00:00,40,9,0.43217311710110895,EUR,india,0
46,2016-01-02 22:00:00,41,7,0.9857423374249767,EUR,india,0
46,2016-01-02 22:00:00,82,23,0.9076360290779046,EUR,india,0
47,2016-01-02 23:00:00,7,17,0.2287100259683218,EUR,india,0
47,2016-01-02 23:00:00,21,2,0.3811381966692303,EUR,india,0
47,2016-01-02 23:00:00,35,17,0.7978396708721307,EUR,india,0
47,2016-01-02 23:00:00,37,13,0.5147038706977343,EUR,india,0
47,2016-01-02 23:00:00,44,21,0.002392649023768456,EUR,india,0
47,2016-01-02 23:00:00,51,14,0.08127814574133219,EUR,india,0
47,2016-01-02 23:00:00,62,9,0.16339663587545994,EUR,india,0
47,2016-01-02 23:00:00,86,17,0.8353604918748024,EUR,india,0
48,2016-01-03 00:00:00,33,22,0.7917250053139976,EUR,india,0
48,2016-01-03 00:00:00,34,2,0.3956660199532237,EUR,india,0
48,2016-01-03 00:00:00,66,23,0.32676912911705824,EUR,india,0
48,2016-01-03 00:00:00,68,17,0.01715731916313734,EUR,india,0
48,2016-01-03 00:00:00,78,13,0.9633007755447577,EUR,india,0
48,2016-01-03 00:00:00,79,14,0.10605692670322098,EUR,india,0
48,2016-01-03 00:00:00,89,19,0.27261843875891845,EUR,india,0
49,2016-01-03 01:00:00,20,14,0.15183087074818158,EUR,india,0
49,2016-01-03 01:00:00,22,23,0.0933972308279335,EUR,india,0
49,2016-01-03 01:00:00,27,23,0.35969471744103954,EUR,india,0
49,2016-01-03 01:00:00,28,24,0.07505627536210768,EUR,india,0
49,2016-01-03 01:00:00,52,14,0.07649555957332943,EUR,india,0
49,2016-01-03 01:00:00,57,17,0.8656620608766665,EUR,india,0
49,2016-01-03 01:00:00,67,2,0.9574166761437566,EUR,india,0
49,2016-01-03 01:00:00,73,25,0.5948723723902577,EUR,india,0
50,2016-01-03 02:00:00,1,2,0.42527660128467193,EUR,india,0
